Order Date,Invoice No,Customer ID,Product Name,Qty,Unit Price,Total,Region,Channel,_is_outlier
05/03/2023,INV-00596,1377,Coffee Beans 1kg,1,$18.50,$18.50,West,In-store,False
28/12/2023,INV-00439,1218,Coffee Beans 1kg,2,$18.50,$37.00,North,Online,False
08/03/2023,INV-01125,1019,Filter Papers,2,$4.25,$8.50,North,In-store,False
12/02/2023,INV-01195,1137,Coffee Beans 1kg,2,$18.50,$37.00,North,In-store,False
21/04/2024,INV-00849,1130,Grinder,3,$129.00,$387.00,South,Online,False
03/06/2024,INV-01179,1265,Coffee Beans 1kg,1,$18.50,$18.50,South,Online,False
24/05/2024,INV-01013,1207,Filter Papers,3,$4.25,$12.75,North,Online,False
24/05/2024,INV-00331,1050,Mug Set,3,$24.00,$72.00,,In-store,False
29/04/2023,INV-01171,1239,Mug Set,2,$24.00,$48.00,West,Online,False
23/04/2024,INV-01199,1005,Milk Frother,1,$39.90,$39.90,South,Online,False
13/02/2023,INV-00341,1016,Filter Papers,3,$4.25,$12.75,West,Online,False
29/09/2023,INV-01009,1006,Grinder,3,$129.00,$387.00,East,In-store,False
09/10/2023,INV-00159,1096,Filter Papers,3,$4.25,$12.75,East,In-store,False
07/05/2024,INV-00211,1374,Filter Papers,3,$4.25,$12.75,North,In-store,False
31/05/2024,INV-01134,1021,Filter Papers,1,$4.25,$4.25,South,In-store,False
10/11/2023,INV-00702,1240,Grinder,3,$129.00,$387.00,East,Online,False
04/02/2023,INV-00134,1003,Espresso Machine,1,$449.00,$449.00,West,Online,False
27/06/2023,INV-00234,1019,Filter Papers,3,$4.25,$12.75,West,Online,False
06/09/2023,INV-00526,1128,Grinder,3,$129.00,$387.00,North,Online,False
13/04/2024,INV-00591,1065,Milk Frother,2,$39.90,$79.80,East,Online,False
18/03/2023,INV-00602,1162,Espresso Machine,3,$449.00,"$1,347.00",North,Online,False
14/05/2024,INV-00371,1020,Coffee Beans 1kg,3,$18.50,$55.50,North,In-store,False
03/02/2024,INV-00415,1343,Coffee Beans 1kg,2,$18.50,$37.00,West,In-store,False
10/05/2024,INV-00837,1180,Grinder,1,$129.00,$129.00,South,Online,False
16/06/2023,INV-00125,1005,Milk Frother,3,$39.90,$119.70,North,Online,False
14/06/2023,INV-00894,1000,Mug Set,1,$24.00,$24.00,West,Online,False
28/04/2023,INV-00395,1286,Coffee Beans 1kg,3,$18.50,$55.50,West,Online,False
13/03/2024,INV-00372,1145,Coffee Beans 1kg,3,$18.50,$55.50,East,In-store,False
21/05/2023,INV-00035,1182,Mug Set,3,$24.00,$72.00,West,Online,False
09/03/2023,INV-00584,1270,Milk Frother,1,$39.90,$39.90,South,In-store,False
05/04/2024,INV-00923,1235,Coffee Beans 1kg,2,$18.50,$37.00,West,In-store,False
05/10/2023,INV-00329,1271,Espresso Machine,1,$449.00,$449.00,North,Online,False
22/08/2023,INV-00682,1058,Filter Papers,1,$4.25,$4.25,North,Online,False
16/06/2023,INV-00519,1305,Coffee Beans 1kg,3,$18.50,$55.50,North,Online,False
23/02/2024,INV-00917,1320,Espresso Machine,3,$449.00,"$1,347.00",South,Online,False
01/01/2024,INV-00591,1221,Milk Frother,1,$39.90,$39.90,South,Online,False
20/07/2023,INV-00333,1151,Espresso Machine,1,$449.00,$449.00,,In-store,False
02/06/2023,INV-01033,1116,Filter Papers,1,$4.25,$4.25,East,In-store,False
29/07/2023,INV-00211,1163,Grinder,1,$129.00,$129.00,East,Online,False
27/06/2023,INV-00816,1311,Coffee Beans 1kg,1,$18.50,$18.50,West,Online,False
13/05/2024,INV-00450,1226,Espresso Machine,1,$449.00,$449.00,West,Online,False
08/04/2023,INV-00941,1075,Grinder,1,$129.00,$129.00,West,Online,False
05/11/2023,INV-00267,1104,Coffee Beans 1kg,3,$18.50,$55.50,South,In-store,False
14/01/2024,INV-00459,1076,Grinder,3,$129.00,$387.00,North,Online,False
04/01/2023,INV-01029,1174,Mug Set,2,$24.00,$48.00,North,Online,False
19/01/2024,INV-00419,1116,Mug Set,2,$24.00,$48.00,North,Online,False
28/06/2023,INV-00962,1053,Grinder,1,$129.00,$129.00,North,Online,False
01/01/2023,INV-00330,1258,Coffee Beans 1kg,3,$18.50,$55.50,East,In-store,False
12/04/2023,INV-00551,1281,Milk Frother,2,$39.90,$79.80,South,Online,False
11/12/2023,INV-00543,1134,Grinder,3,$129.00,$387.00,North,In-store,False
11/05/2024,INV-00432,1040,Filter Papers,1,$4.25,$4.25,East,In-store,False
26/06/2023,INV-00994,1162,Filter Papers,2,$4.25,$8.50,West,In-store,False
03/03/2023,INV-00026,1111,Coffee Beans 1kg,1,$18.50,$18.50,,In-store,False
04/06/2023,INV-00830,1152,Espresso Machine,2,$449.00,$898.00,South,In-store,False
26/01/2023,INV-00072,1087,Espresso Machine,2,$449.00,$898.00,North,Online,False
26/11/2023,INV-00518,1013,Espresso Machine,3,$449.00,"$1,347.00",West,In-store,False
15/12/2023,INV-00766,1052,Milk Frother,2,$39.90,$79.80,North,Online,False
21/07/2023,INV-00398,1339,Mug Set,1,$24.00,$24.00,South,In-store,False
13/11/2023,INV-01116,1219,Coffee Beans 1kg,1,$18.50,$18.50,South,In-store,False
25/04/2024,INV-00668,1216,Espresso Machine,3,$449.00,"$1,347.00",North,In-store,False
06/04/2023,INV-00388,1078,Espresso Machine,2,$449.00,$898.00,East,In-store,False
13/06/2023,INV-00607,1273,Mug Set,2,$24.00,$48.00,East,Online,False
08/06/2024,INV-00408,1300,Mug Set,2,$24.00,$48.00,North,In-store,False
29/01/2024,INV-00628,1373,Coffee Beans 1kg,1,$18.50,$18.50,South,In-store,False
19/05/2024,INV-00729,1111,Filter Papers,1,$4.25,$4.25,West,Online,False
04/07/2023,INV-00282,1004,Grinder,3,$129.00,$387.00,West,In-store,False
25/09/2023,INV-00433,1387,Coffee Beans 1kg,3,$18.50,$55.50,East,In-store,False
28/03/2024,INV-00667,1356,Filter Papers,2,$4.25,$8.50,South,In-store,False
23/07/2023,INV-00361,1226,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
12/10/2023,INV-00261,1397,Mug Set,1,$24.00,$24.00,North,In-store,False
05/04/2023,INV-01028,1035,Grinder,1,$129.00,$129.00,South,Online,False
08/06/2024,INV-00627,1223,Filter Papers,2,$4.25,$8.50,East,In-store,False
25/11/2023,INV-00446,1248,Filter Papers,3,$4.25,$12.75,South,Online,False
30/03/2024,INV-01155,1085,Milk Frother,1,$39.90,$39.90,North,Online,False
23/06/2023,INV-00345,1083,Grinder,2,$129.00,$258.00,South,Online,False
04/01/2024,INV-01173,1216,Filter Papers,3,$4.25,$12.75,South,Online,False
03/03/2024,INV-01012,1151,Coffee Beans 1kg,2,$18.50,$37.00,East,In-store,False
27/02/2024,INV-00392,1207,Coffee Beans 1kg,2,$18.50,$37.00,East,In-store,False
10/03/2023,INV-00558,1083,Filter Papers,3,$4.25,$12.75,North,Online,False
18/04/2024,INV-00673,1175,Coffee Beans 1kg,3,$18.50,$55.50,West,In-store,False
09/01/2024,INV-00567,1113,Mug Set,1,$24.00,$24.00,West,Online,False
19/09/2023,INV-01196,1212,Coffee Beans 1kg,1,$18.50,$18.50,West,Online,False
30/05/2024,INV-00164,1245,Coffee Beans 1kg,1,$18.50,$18.50,East,In-store,False
12/01/2023,INV-00265,1196,Coffee Beans 1kg,2,$18.50,$37.00,,Online,False
26/05/2024,INV-00742,1202,Coffee Beans 1kg,2,$18.50,$37.00,North,Online,False
22/02/2023,INV-00072,1105,Coffee Beans 1kg,2,$18.50,$37.00,East,In-store,False
05/05/2024,INV-01018,1007,Grinder,2,$129.00,$258.00,North,In-store,False
16/02/2023,INV-00861,1268,Milk Frother,2,$39.90,$79.80,West,In-store,False
22/01/2023,INV-00897,1366,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
13/05/2024,INV-00261,1241,Coffee Beans 1kg,1,$18.50,$18.50,East,Online,False
13/01/2023,INV-01076,1098,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
12/05/2023,INV-00573,1177,Coffee Beans 1kg,3,$18.50,$55.50,East,Online,False
26/04/2024,INV-00924,1194,Coffee Beans 1kg,3,$18.50,$55.50,North,In-store,False
16/10/2023,INV-00255,1169,Coffee Beans 1kg,1,$18.50,$18.50,West,In-store,False
27/01/2023,INV-00077,1051,Espresso Machine,2,$449.00,$898.00,West,Online,False
17/05/2024,INV-00537,1340,Mug Set,1,$24.00,$24.00,West,Online,False
20/05/2024,INV-00311,1153,Mug Set,2,$24.00,$48.00,South,In-store,False
08/01/2023,INV-00453,1003,Coffee Beans 1kg,3,$18.50,$55.50,West,In-store,False
02/07/2023,INV-00482,1312,Filter Papers,2,$4.25,$8.50,North,Online,False
25/02/2024,INV-00362,1006,Grinder,2,$129.00,$258.00,North,Online,False
30/05/2023,INV-00534,1095,Milk Frother,1,$39.90,$39.90,,In-store,False
01/10/2023,INV-00119,1151,Coffee Beans 1kg,3,$18.50,$55.50,East,Online,False
06/05/2023,INV-00178,1337,Filter Papers,1,$4.25,$4.25,East,Online,False
06/12/2023,INV-01188,1284,Filter Papers,1,$4.25,$4.25,East,Online,False
12/08/2023,INV-01019,1245,Milk Frother,2,$39.90,$79.80,West,Online,False
18/02/2023,INV-00540,1188,Milk Frother,3,$39.90,$119.70,South,In-store,False
11/04/2024,INV-00426,1253,Filter Papers,2,$4.25,$8.50,South,In-store,False
10/06/2023,INV-00029,1351,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
16/05/2023,INV-00626,1362,Milk Frother,1,$39.90,$39.90,North,Online,False
27/06/2024,INV-00949,1302,Coffee Beans 1kg,1,$18.50,$18.50,South,Online,False
25/11/2023,INV-00517,1203,Filter Papers,3,$4.25,$12.75,East,Online,False
03/09/2023,INV-00478,1087,Coffee Beans 1kg,3,$18.50,$55.50,West,In-store,False
06/07/2023,INV-00893,1055,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
13/03/2024,INV-00948,1148,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
20/05/2024,INV-00148,1256,Coffee Beans 1kg,3,$18.50,$55.50,South,Online,False
16/01/2023,INV-00844,1074,Coffee Beans 1kg,2,$18.50,$37.00,North,Online,False
29/03/2024,INV-00404,1253,Milk Frother,2,$39.90,$79.80,South,Online,False
08/05/2024,INV-01144,1330,Filter Papers,3,$4.25,$12.75,East,In-store,False
30/10/2023,INV-00936,1320,Coffee Beans 1kg,3,$18.50,$55.50,North,In-store,False
11/02/2023,INV-00258,1140,Coffee Beans 1kg,1,$18.50,$18.50,East,Online,False
09/06/2023,INV-00771,1050,Filter Papers,1,$4.25,$4.25,North,Online,False
23/02/2023,INV-00639,1356,Milk Frother,3,$39.90,$119.70,North,Online,False
17/10/2023,INV-01136,1087,Filter Papers,1,$4.25,$4.25,North,In-store,False
20/01/2023,INV-01086,1261,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
30/12/2023,INV-00400,1373,Mug Set,1,$24.00,$24.00,South,Online,False
13/05/2024,INV-00768,1377,Grinder,2,$129.00,$258.00,South,In-store,False
30/01/2023,INV-00612,1225,Coffee Beans 1kg,2,$18.50,$37.00,North,In-store,False
15/03/2023,INV-00339,1161,Grinder,1,$129.00,$129.00,East,Online,False
18/06/2024,INV-00152,1081,Grinder,3,$129.00,$387.00,South,In-store,False
04/05/2024,INV-01027,1299,Filter Papers,3,$4.25,$12.75,,Online,False
01/03/2023,INV-00083,1169,Mug Set,2,$24.00,$48.00,West,Online,False
18/01/2024,INV-00628,1126,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
13/02/2023,INV-00247,1156,Coffee Beans 1kg,3,$18.50,$55.50,South,In-store,False
06/12/2023,INV-00824,1055,Coffee Beans 1kg,2,$18.50,$37.00,East,In-store,False
07/04/2024,INV-00261,1052,Filter Papers,3,$4.25,$12.75,,In-store,False
01/03/2024,INV-01019,1150,Coffee Beans 1kg,2,$18.50,$37.00,West,In-store,False
24/03/2023,INV-00938,1236,Grinder,1,$129.00,$129.00,West,Online,False
28/11/2023,INV-00315,1144,Coffee Beans 1kg,3,$18.50,$55.50,North,Online,False
19/01/2024,INV-00138,1020,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
05/01/2024,INV-01148,1124,Filter Papers,2,$4.25,$8.50,South,Online,False
05/02/2024,INV-01076,1023,Milk Frother,1,$39.90,$39.90,South,Online,False
21/01/2024,INV-00895,1034,Filter Papers,3,$4.25,$12.75,,In-store,False
02/01/2024,INV-00938,1103,Mug Set,2,$24.00,$48.00,West,In-store,False
15/01/2023,INV-01053,1233,Grinder,3,$129.00,$387.00,,Online,False
27/12/2023,INV-00542,1147,Filter Papers,2,$4.25,$8.50,West,In-store,False
07/05/2024,INV-00269,1028,Coffee Beans 1kg,2,$18.50,$37.00,East,In-store,False
16/11/2023,INV-00536,1225,Coffee Beans 1kg,2,$18.50,$37.00,East,Online,False
25/08/2023,INV-00663,1367,Mug Set,2,$24.00,$48.00,West,In-store,False
13/07/2023,INV-01059,1362,Grinder,1,$129.00,$129.00,North,Online,False
20/05/2023,INV-00551,1355,Grinder,1,$129.00,$129.00,West,Online,False
13/08/2023,INV-00534,1092,Coffee Beans 1kg,3,$18.50,$55.50,South,Online,False
13/04/2024,INV-00831,1331,Mug Set,1,$24.00,$24.00,West,Online,False
24/02/2024,INV-00041,1059,Espresso Machine,3,$449.00,"$1,347.00",North,Online,False
02/02/2024,INV-00929,1124,Coffee Beans 1kg,3,$18.50,$55.50,West,Online,False
25/07/2023,INV-01110,1053,Coffee Beans 1kg,3,$18.50,$55.50,East,In-store,False
12/05/2024,INV-00293,1316,Espresso Machine,1,$449.00,$449.00,,In-store,False
25/02/2023,INV-00286,1029,Coffee Beans 1kg,1,$18.50,$18.50,North,Online,False
12/07/2023,INV-00895,1213,Grinder,2,$129.00,$258.00,West,Online,False
13/04/2024,INV-00155,1061,Filter Papers,1,$4.25,$4.25,East,In-store,False
14/04/2024,INV-00099,1370,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
02/06/2024,INV-00309,1088,Grinder,3,$129.00,$387.00,East,Online,False
01/06/2024,INV-01090,1185,Grinder,1,$129.00,$129.00,North,In-store,False
22/08/2023,INV-01077,1379,Milk Frother,2,$39.90,$79.80,East,In-store,False
05/06/2023,INV-00596,1210,Filter Papers,3,$4.25,$12.75,East,Online,False
29/06/2023,INV-00234,1349,Espresso Machine,2,$449.00,$898.00,North,Online,False
08/09/2023,INV-00428,1386,Coffee Beans 1kg,3,$18.50,$55.50,East,In-store,False
30/03/2024,INV-00983,1056,Coffee Beans 1kg,2,$18.50,$37.00,West,Online,False
04/02/2023,INV-00353,1262,Coffee Beans 1kg,1,$18.50,$18.50,,Online,False
09/02/2023,INV-00618,1312,Grinder,1,$129.00,$129.00,South,Online,False
23/04/2024,INV-00636,1342,Grinder,3,$129.00,$387.00,East,Online,False
02/12/2023,INV-00557,1002,Grinder,2,$129.00,$258.00,East,In-store,False
14/10/2023,INV-01171,1370,Coffee Beans 1kg,1,$18.50,$18.50,South,In-store,False
03/12/2023,INV-00826,1265,Milk Frother,2,$39.90,$79.80,South,Online,False
25/05/2023,INV-00596,1108,Milk Frother,3,$39.90,$119.70,West,Online,False
28/09/2023,INV-00839,1125,Filter Papers,2,$4.25,$8.50,South,In-store,False
05/01/2024,INV-00703,1111,Mug Set,3,$24.00,$72.00,East,In-store,False
01/02/2024,INV-01048,1143,Coffee Beans 1kg,2,$18.50,$37.00,North,Online,False
04/05/2024,INV-00388,1386,Espresso Machine,3,$449.00,"$1,347.00",West,Online,False
30/04/2023,INV-00298,1090,Grinder,2,$129.00,$258.00,North,In-store,False
11/07/2023,INV-00349,1084,Grinder,3,$129.00,$387.00,West,In-store,False
24/06/2024,INV-00801,1224,Grinder,1,$129.00,$129.00,,Online,False
10/05/2024,INV-00573,1278,Coffee Beans 1kg,2,$18.50,$37.00,North,Online,False
02/06/2023,INV-00750,1372,Grinder,3,$129.00,$387.00,South,In-store,False
12/02/2024,INV-00811,1315,Coffee Beans 1kg,2,$18.50,$37.00,South,Online,False
04/03/2023,INV-00894,1331,Filter Papers,1,$4.25,$4.25,East,Online,False
23/01/2024,INV-00010,1124,Mug Set,1,$24.00,$24.00,East,Online,False
16/12/2023,INV-01181,1326,Filter Papers,1,$4.25,$4.25,North,In-store,False
07/03/2024,INV-00190,1266,Grinder,1,$129.00,$129.00,South,Online,False
